Country,Year,GDP_Growth,Trade_Openness,CO2_Emissions_PC,Real_Interest_Rate,Inflation_Shock,Inflation_Rate,Inflation_Lag1
Country_1,1990,0.22029970488269868,32.47956162689621,5.478353277034075,5.158425631014783,1.1511520937293631,10.08526543489836,
Country_1,1991,1.8263140351626197,34.54599737656805,5.8138400653789475,0.857239668491717,-1.3861242566206573,10.420972217869881,10.08526543489836
Country_1,1992,-3.5313725317340037,43.298331215843355,6.425554523595355,-0.02566224066884759,0.4713709988929108,14.743287687830746,10.420972217869881
Country_1,1993,0.7299398111969726,56.48559873736288,2.881544447997063,0.7410500781514984,0.8965807003689124,14.503765822648312,14.743287687830746
Country_1,1994,9.398720077594483,23.71603301759982,5.591349532819402,-0.3019871548446056,0.5635470275185079,13.135539929177494,14.503765822648312
Country_1,1995,1.4984032752029877,74.73864212097254,4.562459375310085,-0.04310438935119576,-0.24263307959628144,14.73884114597167,13.135539929177494
Country_1,1996,1.665877990393783,92.74563216630257,4.99170820651981,3.6450898242063783,-1.8312654749565334,14.215984840816775,14.73884114597167
Country_1,1997,3.5221589875118884,63.73682234746237,2.0604948141803368,2.437276632107725,1.3226415584229159,13.25185464449567,14.215984840816775
Country_1,1998,0.4772866428372309,41.70792254191167,2.6250586796946687,1.078722458080425,1.5856833393283736,13.30316513088552,13.25185464449567
Country_1,1999,3.8590457239211533,31.27393799798101,2.3554397669558993,3.1642455894260784,1.3316226893900358,11.040487659773063,13.30316513088552
Country_1,2000,5.235830825271904,25.92357213872723,6.132496695867104,0.3215649535547229,-0.46381856377682185,11.219014344596262,11.040487659773063
Country_1,2001,3.82815857850891,46.471841988211935,6.463317690683539,1.6445357574586899,-0.6155749630294507,12.351087452746347,11.219014344596262
Country_1,2002,5.949290861751752,71.00459770841705,3.6526880908164827,1.8559797568393324,1.5052993468380362,13.641680077157734,12.351087452746347
Country_1,2003,3.904090062619085,80.8628038893518,4.032320368092313,4.990868505766947,0.5072718779899796,13.68319784897216,13.641680077157734
Country_1,2004,11.430740634066682,54.20328146868397,3.6194137923989365,2.1740941364763424,-0.4485110256988012,10.428726423281601,13.68319784897216
Country_1,2005,3.2294019413387556,92.60531791408744,2.0186466280986606,0.9311670926529896,-2.242580806221504,9.334607729867107,10.428726423281601
Country_1,2006,1.0268541782551996,26.158392786303438,6.11556692565684,0.3830127942136248,-0.7526355653768049,10.728227578468976,9.334607729867107
Country_1,2007,5.288505294255185,84.29376615192916,5.493126664489527,4.743724267099553,0.26332994093224904,12.82863778822081,10.728227578468976
Country_1,2008,2.226778633888556,28.80415396221414,6.009688254160963,1.2157836937356847,-2.195272422198178,10.939777717275367,12.82863778822081
Country_1,2009,3.74030069266144,20.556170442495258,5.391582908269834,-3.31035209512694,0.5182769158331494,12.668263884944794,10.939777717275367
Country_1,2010,2.011208871049267,47.00921371229023,4.566294715295087,1.6774285766679817,0.6060762852218076,13.305060726829018,12.668263884944794
Country_1,2011,7.715464753026326,49.09036819034352,5.261866719247759,1.9628983909767195,-2.510256932985335,10.004828820129177,13.305060726829018
Country_1,2012,0.3186704139108558,22.950955788362624,3.511120730895214,2.1204604198820527,3.694863168727929,12.95433262619295,10.004828820129177
Country_1,2013,2.5190975880471935,31.591589767297847,5.452321013500419,2.6796419283732877,-0.01107022491685951,12.395253553842714,12.95433262619295
Country_1,2014,4.91824209676601,80.9295692262974,3.2753111337584624,3.582063894086094,-1.3640811821921084,10.68153073085613,12.395253553842714
Country_1,2015,6.5069857773402475,70.68237686087159,2.8972234058115784,0.23871836294046145,0.11534242287685714,11.003145764733189,10.68153073085613
Country_1,2016,1.7664187944916834,34.92148083198834,6.3847439125129295,2.1993027301752823,-0.7552134811742988,11.687468571324453,11.003145764733189
Country_1,2017,-0.8766585776653315,71.61382323275599,5.102844462209041,3.072672064764131,-1.3720363968919163,12.556941573411615,11.687468571324453
Country_1,2018,4.551370539904338,31.00167553167946,4.758593934705405,0.43349341532752583,-0.48309227430851337,11.367709461507628,12.556941573411615
Country_1,2019,5.033793043424174,85.37777601609727,3.153703525349067,4.7277730488342105,3.8087440744039984,14.996130849057595,11.367709461507628
Country_1,2020,2.1887726054277667,91.77726063626613,4.691199924356742,2.5197655884968473,1.1727343076659655,17.318551590764613,14.996130849057595
